# total,u2_scaled,g_scaled,u2_mse,u2_mae,total_mae,u2_initial,u2_boundary,total_initial_mse,total_boundary_mse
8.382121473550796509e-02,3.847360238432884216e-02,4.197526872158050537e-01,2.590904387034242973e-06,1.195165910758078098e-03,1.260537188500165939e-03,0.000000000000000000e+00,3.372340276837348938e-02,1.703817702036758419e-06,2.279418367834296077e-06
8.066226541996002197e-02,3.663555905222892761e-02,4.072709679603576660e-01,2.467126023475429974e-06,1.167344627901911736e-03,1.232867012731730938e-03,0.000000000000000000e+00,3.299608826637268066e-02,1.703817702036758419e-06,2.230365225841524079e-06
7.723869383335113525e-02,3.472723066806793213e-02,3.930273056030273438e-01,2.338614649488590658e-06,1.135918544605374336e-03,1.201611128635704517e-03,0.000000000000000000e+00,3.208728134632110596e-02,1.703817702036758419e-06,2.169149865949293599e-06
7.353895902633666992e-02,3.274082392454147339e-02,3.769639432430267334e-01,2.204845031883451156e-06,1.100066932849586010e-03,1.165959634818136692e-03,0.000000000000000000e+00,3.101733699440956116e-02,1.703817702036758419e-06,2.097138576573343016e-06
6.961356848478317261e-02,3.067986667156219482e-02,3.594746589660644531e-01,2.066055458271875978e-06,1.059390371665358543e-03,1.125510549172759056e-03,0.000000000000000000e+00,2.986226975917816162e-02,1.703817702036758419e-06,2.019430212385486811e-06
6.554559618234634399e-02,2.853903919458389282e-02,3.413969874382019043e-01,1.921887132994015701e-06,1.014254055917263031e-03,1.080635352991521358e-03,0.000000000000000000e+00,2.866858616471290588e-02,1.703817702036758419e-06,1.939118419613805600e-06
6.132183223962783813e-02,2.622896619141101837e-02,3.235345184803009033e-01,1.766321361174050253e-06,9.649417479522526264e-04,1.031625783070921898e-03,0.000000000000000000e+00,2.739413455128669739e-02,1.703817702036758419e-06,1.853319417932652868e-06
5.694928020238876343e-02,2.371119335293769836e-02,3.064555227756500244e-01,1.596768356648681220e-06,9.144577197730541229e-04,9.814178338274359703e-04,0.000000000000000000e+00,2.592534944415092468e-02,1.703817702036758419e-06,1.754344111759564839e-06
5.257724225521087646e-02,2.113600261509418488e-02,2.902092337608337402e-01,1.423348976459237747e-06,8.674749406054615974e-04,9.347546729259192944e-04,0.000000000000000000e+00,2.420312166213989258e-02,1.703817702036758419e-06,1.638207095311372541e-06
4.839833825826644897e-02,1.870644465088844299e-02,2.746233642101287842e-01,1.259736563952174038e-06,8.220245945267379284e-04,8.896524086594581604e-04,0.000000000000000000e+00,2.229557186365127563e-02,1.703817702036758419e-06,1.509536673438560683e-06
4.445989802479743958e-02,1.645025052130222321e-02,2.598128616809844971e-01,1.107799221244931687e-06,7.678736001253128052e-04,8.358560153283178806e-04,0.000000000000000000e+00,2.028360962867736816e-02,1.703817702036758419e-06,1.373833015350101050e-06
