# total,frequency_equation,frequency_initial,physical_equation,physical_initial
1.787492632865905762e+00,8.041951060295104980e-02,9.832975454628467560e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.595145225524902344e+00,5.962847173213958740e-02,9.988604113459587097e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.624230146408081055e+00,6.127180531620979309e-02,1.011512055993080139e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.521549940109252930e+00,5.757885426282882690e-02,9.457614272832870483e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.600601673126220703e+00,6.647758185863494873e-02,9.358258917927742004e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.509795904159545898e+00,5.974212661385536194e-02,9.123746305704116821e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.603994369506835938e+00,7.342249155044555664e-02,8.697694167494773865e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.470020413398742676e+00,5.916398018598556519e-02,8.783806115388870239e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.511305212974548340e+00,6.644569337368011475e-02,8.468482643365859985e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.498316884040832520e+00,6.246420741081237793e-02,8.736748248338699341e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.511737585067749023e+00,6.919959187507629395e-02,8.197417482733726501e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.486829757690429688e+00,5.900356173515319824e-02,8.967941626906394958e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.494010925292968750e+00,6.422412395477294922e-02,8.517696522176265717e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.364721655845642090e+00,5.001619458198547363e-02,8.645596913993358612e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.439525127410888672e+00,6.555116176605224609e-02,7.840135134756565094e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.397789359092712402e+00,6.234705448150634766e-02,7.743188180029392242e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.291645407676696777e+00,5.954967811703681946e-02,6.961486302316188812e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.223060607910156250e+00,4.904447868466377258e-02,7.326157763600349426e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.398705482482910156e+00,6.273455917835235596e-02,7.713598664849996567e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.235822916030883789e+00,4.809375479817390442e-02,7.548853289335966110e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.277452468872070312e+00,5.138135328888893127e-02,7.636388763785362244e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.302741765975952148e+00,5.772002786397933960e-02,7.255414500832557678e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.084887266159057617e+00,4.190468788146972656e-02,6.658404599875211716e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.119911432266235352e+00,4.339655488729476929e-02,6.859459448605775833e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.104443311691284180e+00,4.479970037937164307e-02,6.564462557435035706e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.123535633087158203e+00,5.220075696706771851e-02,6.015281192958354950e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.019559741020202637e+00,4.494244605302810669e-02,5.701352842152118683e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.107776403427124023e+00,5.573650449514389038e-02,5.504112690687179565e-03,0.000000000000000000e+00,0.000000000000000000e+00
